localID,id,TweetText,time,impressions,engagements,retweets,replies,likes,year,month,day,hour,effective
242,92800242,@dusty_pretty So. Yeah. It’s apparently you and me and all of Twitter. But the important part is that it’s still you and me. I love you. Sleep well. And I can’t wait to talk to you in the morning.,2019-07-17 07:26 +0000,55,1,0,0,1,2019,7,17,7,yes
243,92800243,@dusty_pretty I am so scared sometimes. And having feelings and emotions is often too much. It hurts and it’s confusing.,2019-07-17 07:23 +0000,47,1,0,0,1,2019,7,17,7,yes
244,92800244,@dusty_pretty Also... I might be crying for the first time in I don’t know how long. You know. The PTSD thing is what kept me from being able to cry.,2019-07-17 07:22 +0000,52,1,0,0,1,2019,7,17,7,yes
245,92800245,@dusty_pretty You are the Juliet to my Romeo.  The @MichelleObama to my @POTUS44. You are my best friend and my soulmate. Thank you for being the most amazing woman I ever met.,2019-07-17 07:20 +0000,47,1,0,0,1,2019,7,17,7,yes
246,92800246,Wow... that conspiracy sounds pretty convincing to me!  I mean it’s totally obvious to me now! I have to remember this. The FBI IS the deep state! Got it! https://t.co/z3CJ7xtBsQ,2019-07-17 05:16 +0000,203,0,0,0,0,2019,7,17,5,no
247,92800247,"@GOPLeader Hahahaha... Mom, Nancy BROKE the RULES and needs a TIMEOUT!  Classic!  Also, we want more juice boxes. Libtard shenanigans. https://t.co/CUU4ZYEEBC",2019-07-17 05:12 +0000,61,0,0,0,0,2019,7,17,5,no
248,92800248,@EsqRyanjohnson I already challenged @seanhannity to a listening contest. So can that be an option as well?  Good work! MOTION APPROVED!!!,2019-07-17 05:08 +0000,110,0,0,0,0,2019,7,17,5,no
249,92800249,So you clearly think that shorts follow shorts which then follow shorts. That’s the short version of the shorts. I need new shorts. https://t.co/1I2YSoPtTy,2019-07-17 05:06 +0000,194,0,0,0,0,2019,7,17,5,no
250,92800250,@charliekirk11 Maybe words matter. And they should be kinder to the other side.  I hear you loud and clear!!! https://t.co/rhRDJA7sQG,2019-07-17 05:03 +0000,49,0,0,0,0,2019,7,17,5,no
251,92800251,@steph93065 I think I understand what you are saying! And you might be right!,2019-07-17 05:01 +0000,41,0,0,0,0,2019,7,17,5,no
252,92800252,Thanks for bringing this to my attention!!! https://t.co/53trA9ZVxq,2019-07-17 04:59 +0000,170,0,0,0,0,2019,7,17,4,no
253,92800253,Dang! That looks all official and legal and everything. I think you have a chance @zooko https://t.co/OCRQGi9GFJ,2019-07-17 04:58 +0000,175,0,0,0,0,2019,7,17,4,no
254,92800254,@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein So Jason... you have my vote.  I know you cared enough and liked me enough to say a kind word to me,2019-07-16 21:16 +0000,200,1,0,0,0,2019,7,16,21,yes
255,92800255,@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein Only one person actually talked back to me like I was a person.  And that was Jason Kander.,2019-07-16 21:16 +0000,179,0,0,0,0,2019,7,16,21,no
256,92800256,@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein 14 months lost.  Due to a paper error.  That wasn't my fault.  I talked about being homeless and be,2019-07-16 21:15 +0000,200,0,0,0,0,2019,7,16,21,no
257,92800257,@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein I told the whole world about my PTSD.  My suicide attempt.  How my disability claim was lost.  And,2019-07-16 21:15 +0000,180,0,0,0,0,2019,7,16,21,no
258,92800258,@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein Sorry if this was more than one question.  I just needed to vent.  And I've done the analysis.,2019-07-16 21:14 +0000,137,1,0,0,0,2019,7,16,21,yes
259,92800259,@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein How can we trust the government if all you talk about is how untrustworthy the other side is?,2019-07-16 21:14 +0000,140,1,0,0,0,2019,7,16,21,yes
260,92800260,"@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein Oh, and start being nicer to each other.  People like me get scared when people in power speak evil",2019-07-16 21:13 +0000,125,0,0,0,0,2019,7,16,21,no
261,92800261,@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein Tell us that you won't send our young adults to war unless we absolutely have to.  That you care ab,2019-07-16 21:12 +0000,125,7,0,1,0,2019,7,16,21,yes
262,92800262,@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein Forget wars.  Tell us how you will help our soldiers and sailors and airmen and marines deal with i,2019-07-16 21:12 +0000,131,0,0,0,0,2019,7,16,21,no
263,92800263,@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein Instead of Ativan or Depakote... can the VA prescribe this to us?  And what about homeless veterans,2019-07-16 21:10 +0000,136,2,0,0,0,2019,7,16,21,yes
264,92800264,"@AOC @PeteButtigieg @Chas10Buttigieg @JoeBiden @BernieSanders @realDonaldTrump @VP @POTUS @CNN @jasonkander @RobertFoster4MS @foxnews @msnbc @srsilverstein Dear Candidates. As Veteran with PTSD, 1:1 CBD to THC has helped immensely.  I am learning to trust",2019-07-16 21:09 +0000,144,1,0,0,0,2019,7,16,21,yes
265,92800265,@TimRyan Happy Birthday!!! @Lis_Smith https://t.co/djsvgCE4UA,2019-07-16 18:20 +0000,62,1,0,0,1,2019,7,16,18,yes
266,92800266,I don’t always agree with @senatemajldr. But I think we could all use more civility in our political discourse. @MSNBC https://t.co/ouE07N1unQ,2019-07-16 18:19 +0000,234,0,0,0,0,2019,7,16,18,no
267,92800267,@savvygrimm @PeteButtigieg I want to know how to work for Pete!!!,2019-07-16 18:06 +0000,468,14,0,1,8,2019,7,16,18,yes
268,92800268,Hahahaha https://t.co/q5Pl9xPH8T,2019-07-16 18:05 +0000,213,0,0,0,0,2019,7,16,18,no
269,92800269,Stephen Colbert is a national treasure!!! https://t.co/OX5HNZfV2x,2019-07-16 07:30 +0000,226,0,0,0,0,2019,7,16,7,no
270,92800270,I respect both @realDonaldTrump and @AOC. What I truly would love is to see you both work together to better our country instead of tearing each other down. https://t.co/s7IuWc3GjU,2019-07-16 07:27 +0000,256,0,0,0,0,2019,7,16,7,no
271,92800271,Filling Jon Stewart’s shoes was a tall order. @Trevornoah has done a better job than I could ever hope to do! https://t.co/4T5Bki53a8,2019-07-16 07:19 +0000,247,0,0,0,0,2019,7,16,7,no
272,92800272,No. Just no. I didn’t serve my country to tell people they can leave if they don’t like it. I served to protect and defend ALL citizens. Regardless if I agreed with them. https://t.co/yDlCEu8gd8,2019-07-16 07:15 +0000,234,1,0,0,1,2019,7,16,7,yes
273,92800273,Well for the ultra rich. But for us average people... the struggle is real. Replacing the alligators is not draining the swamp. #WhyYouWereElected https://t.co/sbHU2mAiKj,2019-07-16 07:13 +0000,199,0,0,0,0,2019,7,16,7,no
274,92800274,Steal a recipe from them for me! https://t.co/gvjrfILQrS,2019-07-16 07:10 +0000,176,0,0,0,0,2019,7,16,7,no
275,92800275,Hey @HuffPost. I get frustrated when @realDonaldTrump says polarizing things that belittle people who are actually trying to do good. The reality is that he is still @POTUS. It is okay to disagree. But respect that he was voted president. https://t.co/JcJtFmmzpZ,2019-07-16 07:08 +0000,213,0,0,0,0,2019,7,16,7,no
276,92800276,Super frustrated by @RudyGiuliani right now. He did an amazing job of unifying our country after 9/11. Kudos for that. So why is he polarizing and politicizing American Values now?,2019-07-16 07:00 +0000,189,0,0,0,0,2019,7,16,7,no
277,92800277,Right? https://t.co/uvfULmfJzR,2019-07-16 06:49 +0000,181,0,0,0,0,2019,7,16,6,no
278,92800278,Okay twitter.  I bid you all a wonderful night and tomorrow we pick up on our journey.  @realDonaldTrump @PeteButtigieg @Chas10Buttigieg @AOC I wish you a night of rest.  Tomorrow is a big day.  Sleep tight.,2019-07-16 05:40 +0000,249,2,0,0,1,2019,7,16,5,yes
279,92800279,"I agree, whole heartedly!!! https://t.co/qL37MrzNRz",2019-07-15 22:47 +0000,515,1,0,0,1,2019,7,15,22,yes
280,92800280,That's it?  Where's my wallet? https://t.co/ugDvy386ff,2019-07-15 21:56 +0000,77,0,0,0,0,2019,7,15,21,no
281,92800281,@senschumer I 100% agree that the 9/11 first responders were heroes!  Jon Stewart was brilliant on this one! https://t.co/eEnbdfCwaK,2019-07-15 21:49 +0000,19,0,0,0,0,2019,7,15,21,no
282,92800282,@PeteButtigieg @Chas10Buttigieg I just wanted to say that I think you are doing a great job!  I believe in your campaign. And I would love to interview to be a part of it!,2019-07-15 21:06 +0000,44,0,0,0,0,2019,7,15,21,no
283,92800283,@realDonaldTrump I forgot to tell you... I respect that you are trying your best to Make America Great Again. I may differ on what that looks like. But I appreciate your effort!!!,2019-07-15 21:05 +0000,21,1,0,0,0,2019,7,15,21,yes
284,92800284,Just my 2 cents. But maybe treat them with respect.  Those “radical Congresswomen” are still people. Just like @realDonaldTrump.  I applaud them for their service to our country. And kudos for respecting your wife. https://t.co/NNdx1RyEnH,2019-07-15 21:02 +0000,115,0,0,0,0,2019,7,15,21,no
285,92800285,Hi https://t.co/z5I234GLQe,2019-07-15 20:59 +0000,77,0,0,0,0,2019,7,15,20,no
286,92800286,"@AOC @PeteButtigieg @Chas10Buttigieg Anyway, thank you.  Thank you for your service to our great country.  And I sincerely would like to work for you one day.  Well, Scout and I.  Because we are a package deal.  God Bless and Good Luck today!!!",2019-07-15 14:51 +0000,41,0,0,0,0,2019,7,15,14,no
287,92800287,@AOC @PeteButtigieg @Chas10Buttigieg Watching your @netflix special reminded me that despite my disability... I have a lot of wisdom that I bring to the table.  And that my core values and beliefs are strong enough to carry me to doing something good!,2019-07-15 14:50 +0000,73,0,0,0,0,2019,7,15,14,no
288,92800288,@AOC @PeteButtigieg @Chas10Buttigieg I had a strong hunch that @realDonaldTrump was going to become the next @POTUS because he had tapped into what America was feeling and that's why he won the election.,2019-07-15 14:49 +0000,47,0,0,0,0,2019,7,15,14,no
289,92800289,@AOC @PeteButtigieg @Chas10Buttigieg Did you know that I knew it was Osama Bin Laden who was behind the terrorist attacks on 9/11?  Because I took a class @UNLincoln on terrorism the summer before the attack.,2019-07-15 14:47 +0000,85,0,0,0,0,2019,7,15,14,no
290,92800290,"@AOC Can I tell you something, I watched your @netflix special and I sincerely admire you.  It reminded me that when I am my authentic self ... I have some pretty amazing qualities.  That's why I applied to work with @PeteButtigieg and @Chas10Buttigieg",2019-07-15 14:46 +0000,57,2,0,0,0,2019,7,15,14,yes
291,92800291,"Hey, @BBCWorld Thank you for bringing this up.  @POTUS @realDonaldTrump means well.  I truly believe him when he says he feels attacked.  Because he is attacked.  But maybe if @AOC was just a tiny bit nicer to him.  He would respond in a more positive way. https://t.co/nFFqgH919z",2019-07-15 14:43 +0000,109,2,0,0,0,2019,7,15,14,yes
292,92800292,"I actually try to listen first. Because usually people just need to be heard.
 And my best listening self... I ask interesting questions so that I really understand!
That is Scout and my super power... we are the best listeners ever. Ask @PeteButtigieg and @Chas10Buttigieg https://t.co/NjePFqq9vB",2019-07-15 14:22 +0000,372,1,0,0,1,2019,7,15,14,yes
293,92800293,@Chas10Buttigieg @PeteButtigieg Scout and I have chosen to be bold and dream big as well! #TeamPete #ChangeTheChannel #TrueCourage https://t.co/YeR0ZUztij,2019-07-15 14:11 +0000,95,1,0,0,1,2019,7,15,14,yes
294,92800294,"@Chas10Buttigieg @PeteButtigieg Scout and I are on board with this!
We promise that we will be the best hire possible! https://t.co/YeR0ZUztij",2019-07-15 14:06 +0000,64,1,0,0,1,2019,7,15,14,yes
295,92800295,"Hey @MichelleObama    @AOC @RepAOC @amyschumer... @dusty_pretty is one of the funniest, most loving and kind hearted person you could meet. And she adores the 3 of you. Any chance one of you can give her a shout out? Thanks!!!",2019-07-15 02:21 +0000,96,1,0,0,1,2019,7,15,2,yes
296,92800296,"Know that I am quirky. But when we speak @AOC and @michelleobama, we should be discussing our founding mothers! Because there were a lot of courageous women who helped build America. #TrueCourage https://t.co/N413EVnqYQ",2019-07-15 02:07 +0000,136,2,0,1,0,2019,7,15,2,yes
297,92800297,Chasten... I admire your courage.  I was afraid I being honest with myself regarding my PTSD for fear of the same.  #TrueCourage https://t.co/BVtoYdMzSl,2019-07-15 02:04 +0000,111,2,0,0,0,2019,7,15,2,yes
298,92800298,No Kidding!!!  And we have less time than ever to do it! https://t.co/c05270g06b,2019-07-13 15:21 +0000,15,1,0,0,1,2019,7,13,15,yes
299,92800299,It’s not your values that is the issue. It’s the whole self righteous and holier than thou thing that turned me off. I support your marriage vows. But disappointed in the liberal bashing. https://t.co/iBnCSa1wgy,2019-07-13 14:50 +0000,82,0,0,0,0,2019,7,13,14,no
300,92800300,"@RobertFoster4MS I looked and yes, 57.9% of MS voters picked Trump. But this is a golden opportunity to reach the 43.1% who didn’t. Be different. Represent all MS and not just the ones who  #MTMR",2019-07-13 14:33 +0000,157,3,0,0,0,2019,7,13,14,yes
301,92800301,"@RobertFoster4MS Hey, I get that you are feeling good about #MTMR and being famous for a news cycle. But try to be kind. A lot of people look up to you. And leadership is important.",2019-07-13 14:28 +0000,175,1,0,0,1,2019,7,13,14,yes
302,92800302,"@RobertFoster4MS I am a LIBERAL. I also a father, a veteran and an American. I also hope to one day get married. Again. And I respect that you put your marriage vows first.  Kudos.",2019-07-12 20:59 +0000,20,0,0,0,0,2019,7,12,20,no
303,92800303,I agree!!! https://t.co/7TUnRQB6Tu,2019-07-12 05:30 +0000,69,0,0,0,0,2019,7,12,5,no
304,92800304,"I think this photo is a #banksy.

Also, change is very scary but SO worth it if done mindfully. https://t.co/2sgCmmZ47h",2019-07-11 18:10 +0000,83,2,0,0,0,2019,7,11,18,yes
305,92800305,I agree.  #BlackLivesMatter.  I also believe that #bluelivesmatter.  All lives matter.  #AllLivesMatter .  @PeteButtigieg @Chas10Buttigieg I believe in you.  I also believe in the rest of the candidates! https://t.co/pk60yKGbeH,2019-07-11 17:44 +0000,128,2,0,0,0,2019,7,11,17,yes
306,92800306,"I did this.  Well, this and a lot of things.  But I chose to be the me that wasn't stuck on survive.  I chose to live my life.  And yes, listen to the counsel of others.  But ultimately, my choice.  And I also own the results.  And thus far, not too shabby! https://t.co/tpCbe0WP97",2019-07-11 17:41 +0000,82,0,0,0,0,2019,7,11,17,no
307,92800307,@_carrienet_ When I am on the struggle bus... sometimes I just need someone to ride with me for a few stops.  Listen to WHY I am hurting.  And maybe acknowledge my feelings as legitimate.  Only then am I ready to focus on getting my life together. https:/,2019-07-11 17:05 +0000,38,4,0,0,1,2019,7,11,17,yes
308,92800308,"Because not all wounds are on the outside.  ""Get over it"" may make sense if you are feeling emotionally balanced.  But when depressed... all I can see is my depression.  I don't need people telling me what to do or how to feel... https://t.co/dtOtLAro48",2019-07-11 17:03 +0000,100,2,0,0,2,2019,7,11,17,yes
309,92800309,Amen to this one.  Imagine being locked in a prison for 37 years and one day realizing that you were your own jailor. That happened to me. https://t.co/JYWbHeQrEV,2019-07-11 14:07 +0000,53,0,0,0,0,2019,7,11,14,no
310,92800310,"Yeah.  Definitely worth visiting.  But if you are looking for some place to live, I hear Utah is nice! https://t.co/CcrW2wXCkF",2019-07-10 23:32 +0000,72,1,0,0,1,2019,7,10,23,yes
311,92800311,"@twitterdev I am taking a class in the programming language R.  It's really interesting.  Can you please approve my application?  I need it for my capstone project.

Thanks!",2019-07-10 19:38 +0000,28,0,0,0,0,2019,7,10,19,no
312,92800312,@TEDTalks @RickDoblin I did something very similar to this.  And I think it worked.  Maybe one of you are interested in my story. https://t.co/P994qoZkhr,2019-07-10 19:28 +0000,41,0,0,0,0,2019,7,10,19,no
313,92800313,@elikasadeghi That sounds like an amazing life hack! I want to try that!!!,2019-07-10 01:53 +0000,95,1,0,0,0,2019,7,10,1,yes
314,92800314,@PearlsFromMyrna Dang it. I totally forgot that a navy seal can eat fish. And I bet they have actual seals in the navy. And they both are mammals. Crap.,2019-07-10 01:52 +0000,76,2,0,0,2,2019,7,10,1,yes
315,92800315,@PearlsFromMyrna Oh... someone told me that you were ironic. But I don’t think they knew what you were saying. I think you are just funny.,2019-07-10 01:50 +0000,59,0,0,0,0,2019,7,10,1,no
316,92800316,@PearlsFromMyrna And what if I couldn’t afford a good house keeping seal. What if I only had money for a so-so housekeeping seal?,2019-07-10 01:49 +0000,76,2,0,0,2,2019,7,10,1,yes
317,92800317,@PearlsFromMyrna Wait a minute... are we on the same page? Because I meant a seal that can clean my house. Probably a regular seal that eats fish. Not like a Navy Seal.,2019-07-10 01:47 +0000,119,5,1,1,2,2019,7,10,1,yes
318,92800318,I love it! That’s a great idea! I get bored sometimes and that seems like a fun game. https://t.co/R2H7kkT7GV,2019-07-10 01:45 +0000,50,1,0,0,1,2019,7,10,1,yes
319,92800319,"Fire Fighting school. I lost a crap ton in weight. Only it wasn’t poop... it was sweat. So, yeah. It’s kinda like a sauna. Me too! https://t.co/85xSn4gb2A",2019-07-10 01:43 +0000,68,0,0,0,0,2019,7,10,1,no
320,92800320,"Bwahahahaha... Oh, Faux Pelini. I see what you did there. https://t.co/4Z3VdcwQ0l",2019-07-10 01:41 +0000,74,2,0,0,1,2019,7,10,1,yes
321,92800321,This is beautiful. https://t.co/jAJVa7jmL7,2019-07-10 01:39 +0000,41,1,0,0,1,2019,7,10,1,yes
322,92800322,"@Chas10Buttigieg I would like to apply to your campaign.  I am a really good analyst.   I am a veteran.  I believe in LGBTQ rights.  I believe that your husband has a good chance of winning.  I just need someone to believe in me.  

Will you follow me and",2019-07-09 21:44 +0000,21,1,0,0,0,2019,7,9,21,yes
323,92800323,I also request to hold all rights to the photo of Scout posted on.  As I know how that picture happened.  You see...,2019-07-08 12:37 +0000,59,0,0,0,0,2019,7,8,12,no
324,92800324,"Twitter, I have decided to take ownership of my brain! 

#RebelBoldly
#TrustMyself
#BreakingNews

#SuddenlyZen",2019-07-08 11:53 +0000,83,0,0,0,0,2019,7,8,11,no
325,92800325,"@greeleygov @GreeleyTribune @GreeleyFire Hey, Greeley Colorado!  Things look amazing out there.  I wouldn't mind moving to Greeley.  It reminds me of Chicago.  My home town.  I also liked FoCo.  @fortcollinsgov 
Also:  @SuddenlyZen This is Scout https://t",2019-07-08 09:47 +0000,108,3,0,1,1,2019,7,8,9,yes
326,92800326,But I am willing to try.  And that has to count for something. https://t.co/yr7oZAarpQ,2019-07-08 09:29 +0000,74,0,0,0,0,2019,7,8,9,no
327,92800327,"@JasonKander @dianakander My future wife told me to check out your twitter feed.  And I listened.  And I trusted.  And I don't really know what that means... to trust.  To trust myself.  To trust my service dog, Scout.",2019-07-08 09:28 +0000,78,1,0,0,0,2019,7,8,9,yes
328,92800328,@JasonKander Because I wanted to see my son.  I haven't seen him in years.  And I gave up and decided to face all of my fears... and show the world that I am a safe and loving dad.  I was willing to embarrass myself to a nation to be with my son.,2019-07-08 09:26 +0000,53,0,0,0,0,2019,7,8,9,no
329,92800329,@JasonKander I really appreciate you working with me.  I made a decision.  I chose to live.  I chose to begin the healing process.  And I did it in the most embarrassing way possible.  I chose to document what recovery looked like on Twitter.,2019-07-08 09:24 +0000,171,0,0,0,0,2019,7,8,9,no
330,92800330,"@potus @POTUSPressPool @RoguePOTUSStaff @realDonaldTrump Hang in there.  Leading an entire country is a pretty big job.  Scout and I are praying for you.

P.S. Have you seen my dog Scout, yet?",2019-07-08 09:10 +0000,52,0,0,0,0,2019,7,8,9,no
331,92800331,"@Chas10Buttigieg don't know how to send a DM.  So could you please send one to me first.  That would help a lot.

Also, your husband @PeteButtigieg is doing a great job talking about difficult subjects.  I admire you two.

Good Night.",2019-07-08 09:03 +0000,100,1,0,0,0,2019,7,8,9,yes
332,92800332,"Also, I totally call dibs on the phrase ""Suddenly Zen"" because I have had this account for years and I tried to google it.  Doesn't exist.  

Trade Mark is pending as I intend to register it.  Yeah.  Suddenly Zen.  That is me!",2019-07-08 08:53 +0000,119,0,0,0,0,2019,7,8,8,no
333,92800333,"@Chas10Buttigieg Good Morning!  I am kinda nervous, but I wanted to reach out to you.  I think I am going to be bold and apply to your husband's campaign (@PeteButtigieg).  Please tell him to look for it.  Thanks.",2019-07-08 08:31 +0000,94,0,0,0,0,2019,7,8,8,no
334,92800334,"Miracle Max the Wizard: Whoo-hoo-hoo, look who knows so much. It just so happens that your friend here is only MOSTLY dead. There's a big difference between mostly dead and all dead. Mostly dead is slightly alive. 

From The Princess Bride",2019-07-05 14:58 +0000,105,0,0,0,0,2019,7,5,14,no
335,92800335,"Good Morning, Twitter!  After spending 3 days in the hospital, I was released yesterday afternoon.

I came home to a letter saying that my housing has been terminated.  That's pretty frustrating.  But I am still grateful.",2019-07-05 11:07 +0000,117,0,0,0,0,2019,7,5,11,no
336,92800336,"@potus Please.  For my son.  And for me.  Please approve my disability claim.

Is that too much to ask?",2019-07-01 08:17 +0000,93,0,0,0,0,2019,7,1,8,no
337,92800337,@potus I have proof that I am capable enough that I represented myself in a full day trial.  And got everything I wanted.  I just need the transcripts.  And I can't afford $1200.  But I did it.  It really happened.,2019-07-01 08:16 +0000,90,0,0,0,0,2019,7,1,8,no
338,92800338,"@potus My PTSD has stolen 10 years of my son's life.  Please, please please... I am begging you with EVERY ounce of my being.  PLEASE let me be a dad... I have pictures of every visit.  I have every court record.",2019-07-01 08:15 +0000,83,0,0,0,0,2019,7,1,8,no
339,92800339,@Potus I want to be a dad.  And take my son camping and fishing.  Maybe tour all the national parks.  I want to do something crazy like... visit every baseball stadium.  Have road trips for no good reason.,2019-07-01 08:14 +0000,97,0,0,0,0,2019,7,1,8,no
340,92800340,@POTUS I am willing to give you one last chance.  I need some time for my brain to recover.  And I don't know if it will take a 10 months or 10 years.  I just know that I DESPERATELY need to not be afraid that I am going to be homeless again.,2019-07-01 08:12 +0000,81,2,0,0,0,2019,7,1,8,yes
341,92800341,@potus To the person reviewing my disability claim.  I have no idea how to prove that my insanity is service connected.  And I am seriously afraid that you will deny my claim.  Please give me 100% so I can learn to live my dreams.,2019-07-01 08:11 +0000,96,0,0,0,0,2019,7,1,8,no
342,92800342,"@potus Also can you has the VA call me to talk about my claim?  It was lost.  There is a year gone.  And now it is on hold.  NO idea why.  

Also, I once texted the VA hotline during my suicide attempt. It took 3 days for the VA to realize it.",2019-07-01 08:10 +0000,129,0,0,0,0,2019,7,1,8,no
343,92800343,"@potus @realDonaldTrump Crap.  I lost my concentration.  I think I was on a roll.  UGH.

This insanity thing is very tiring.  I am REALLY hungry and I need to sleep.  Also, apparently I stink.  But I am happy.  UGH.  It's like I am homeless again.  Let's",2019-07-01 07:52 +0000,132,2,0,0,0,2019,7,1,7,yes
344,92800344,"@potus I am here to show the world it's okay to have a different point of view.  It's okay to be weird.  And silly.  Did you know, that I rebelled the other day... and decided to try to smoke a cigarette while walking a dog?",2019-07-01 07:48 +0000,97,2,0,0,0,2019,7,1,7,yes
345,92800345,@potus I am here to show that it is okay to change my mind and try thing differently.  Because if I never change... how can I adapt.  I think that's Darwin.,2019-07-01 07:47 +0000,78,0,0,0,0,2019,7,1,7,no
346,92800346,I have insane amounts of documentation that I have been the most cautious dad ever.  I have pictures of nearly EVERY visit.  Because my exwife told me that he wasn't safe with me.  Because of my PTSD that was undiagnosed.,2019-07-01 07:45 +0000,229,0,0,0,0,2019,7,1,7,no
347,92800347,I cannot wait any longer to be a part of your life.  I have carefully planned this all out.  So here is the scoop.,2019-07-01 07:44 +0000,231,0,0,0,0,2019,7,1,7,no
348,92800348,I have been EXTREMELY stressed out that I filed a disability claim and it got lost.  And no one knew how to fix it.  So I got a year lost to a stupid paper error.  An entire year of income lost.  While I was homeless.  Due to a paper error.,2019-07-01 07:43 +0000,243,1,0,0,1,2019,7,1,7,yes
349,92800349,I am really smart when I am dead inside.  But when I actually try and feel my feelings.  I am not very smart.  Some days I don't know how showers work.  And I think I quote a lot of movies.,2019-07-01 07:42 +0000,210,0,0,0,0,2019,7,1,7,no
350,92800350,"Also, to my son.  If you ever do anything this stupid and put your whole life on Twitter.  I had a bunch of REALLY serious reasons for doing this.  Including being homeless for 3 years and I can't be a dad as long as I let my disability control me.",2019-07-01 07:40 +0000,215,0,0,0,0,2019,7,1,7,no
351,92800351,"@potus I have done SO much work on myself that I finally reached a decision.  I OFFICIALLY CHOOSE LIFE!

I am going to be BOLD and actually LIVE my dreams.  And to make sure I don't do anything TOO crazy.  I will check the Bible often.  Because... you kno",2019-07-01 07:39 +0000,104,0,0,0,0,2019,7,1,7,no
352,92800352,"Alright Twitter.  I gave my wife a back massage to work out the kink in her neck.  She had some serious tension going on.  And so she is slightly snoring.  And I think I might be able to sleep too.  

Good night, twitter.",2019-07-01 04:59 +0000,258,0,0,0,0,2019,7,1,4,no
353,92800353,"@JasonKander Oh well.  Thank you, Jason.  Your service was bold.  But your story is even bolder.  I don't know if America thanks you.  But I know that I do.  And I think you are pretty trustworthy.  And that is a precious gift.",2019-07-01 04:54 +0000,272,10,0,0,1,2019,7,1,4,yes
354,92800354,"@JasonKander Because I need him to learn how to be gentle.  Because I need to learn what gentle means as a feeling and not just a set of muscles I move that people interpret as gentle.  If you get the order right, people actually are nice to me.",2019-07-01 04:53 +0000,97,0,0,0,0,2019,7,1,4,no
355,92800355,"@JasonKander Well, the whole world has gotten a picture of him.  You might as well too.  Here is Scout.  Service dog in training.  And in this picture, I am teaching him how to treat a puppy.  That's why the stuffed animal.  That looks like a baby dog. ht",2019-07-01 04:51 +0000,79,3,0,0,1,2019,7,1,4,yes
356,92800356,@JasonKander And he still pooped in the apartment today.  But he is getting better.  I was anxious... and he goes a little bananas when I am anxious.  He is really funny though.  And he is there for me when no one else is.,2019-07-01 04:50 +0000,45,0,0,0,0,2019,7,1,4,no
357,92800357,@JasonKander And it is both a priviledge... and sometimes if no one is looking... I can actually cry for the first time in I don't know how many years.  Because he trusts me.  And I don't know how to trust myself.  I just don't.,2019-07-01 04:49 +0000,44,2,0,0,0,2019,7,1,4,yes
358,92800358,@JasonKander But I stopped caring if they thought I was crazy.  I spent my whole life trying to be normal and do what other people thought.  I finally decided to stand up for what I needed.  A dog.  And we are bonding like you wouldn't believe.,2019-07-01 04:49 +0000,47,0,0,0,0,2019,7,1,4,no
359,92800359,"@JasonKander And yes, he was $200 from craigslist because he at least came with a kennel, a leash, his collar and some treats... and his favorite blanket.  And this weird orange log he stole from a dog park (that was before he met me).",2019-07-01 04:48 +0000,45,0,0,0,0,2019,7,1,4,no
360,92800360,"@JasonKander Oh, yeah.  Here is my dog scout.  My support team are humoring me.  Or at least that's what I think.  I just knew I needed him.  And I was going to advocate for the right to have him.",2019-07-01 04:46 +0000,41,0,0,0,0,2019,7,1,4,no
361,92800361,"@JasonKander I think I am out of words for tonight.  Oh, and I haven't read your profile yet.  That was too much for me.  I just looked at your pictures.  Because I see thousands of words in them.",2019-07-01 04:45 +0000,43,0,0,0,0,2019,7,1,4,no
